host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,accommodates,bathrooms,bedrooms,beds,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,review_scores_rating
1 day,100.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,12,100,1,0,1,21,96,1,0,moderate,0,0,1,2.94,87.0
< 1 hour ,100.0,1,1.0,1.0,4,1,4,1.0,0.0,2.0,17,65,1,15,2,28,103,1,1,moderate,0,0,1,3.61,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,10,135,1,15,1,1125,6,0,0,moderate,0,0,1,0.18,97.0
1 day,82.0,0,1.0,1.0,6,1,3,1.0,1.0,2.0,15,189,1,0,5,29,28,0,0,strict,0,0,1,0.85,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,4,1.5,3.0,3.0,14,200,1,0,3,1125,6,0,0,moderate,0,0,1,0.3,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,2.0,1.0,16,300,1,0,4,1125,1,0,0,flexible,0,0,1,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,2.0,12,119,1,0,3,1125,4,1,0,strict,0,0,1,0.13,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,0.0,1.0,13,120,1,0,1,1125,6,0,0,strict,0,0,1,0.18,96.0
< 1 hour ,93.0,1,1.0,1.0,5,1,2,1.0,1.0,1.0,21,51,1,10,1,1125,85,1,0,moderate,0,0,1,2.58,96.0
< 1 hour ,100.0,0,2.0,2.0,5,1,5,2.5,3.0,6.0,53,675,4,50,3,1125,103,0,1,strict,0,0,1,3.22,97.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,28,85,1,20,2,60,52,1,0,strict,0,0,1,1.6,91.0
< 1 hour ,100.0,0,1.0,1.0,6,1,2,1.0,1.0,2.0,18,69,2,0,1,1125,97,1,0,moderate,0,0,1,3.05,93.0
hours,71.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,11,57,1,15,2,1125,34,1,0,moderate,0,0,1,1.04,93.0
< 1 hour ,100.0,1,3.0,3.0,4,1,2,1.0,1.0,1.0,20,108,1,15,3,1125,32,0,0,strict,0,0,2,0.98,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,7,1,1,1.0,1.0,1.0,15,89,1,0,5,1125,5,0,0,moderate,0,0,1,0.5,88.0
days,0.0,0,1.0,1.0,2,1,2,1.0,1.0,1.0,17,60,1,0,1,1125,15,0,0,strict,0,0,1,0.46,83.0
hours,100.0,0,1.0,1.0,5,1,4,1.0,2.0,2.0,10,245,2,40,2,1125,7,0,0,strict,0,0,1,0.22,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,7,60,1,0,1,1125,3,1,0,flexible,0,0,1,0.09,80.0
< 1 hour ,100.0,1,2.0,2.0,5,1,2,1.0,0.0,1.0,29,150,2,0,2,1125,62,0,0,strict,0,0,1,2.07,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,4,1.0,1.0,2.0,16,250,1,0,2,1125,2,0,0,strict,0,0,1,0.07,90.0
< 1 hour ,100.0,1,2.0,2.0,6,1,4,1.0,2.0,3.0,25,115,2,25,1,1125,113,0,0,strict,0,0,2,3.45,94.0
hours,100.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,7,40,1,0,7,1125,2,0,0,flexible,0,0,1,0.08,100.0
< 1 hour ,93.0,0,9.0,9.0,5,1,4,1.0,1.0,2.0,51,80,2,10,2,45,15,1,0,strict,0,0,9,0.49,87.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,2,1.0,1.0,1.0,10,55,1,20,1,4,2,0,0,strict,0,0,1,0.07,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.0,1.0,2.0,21,130,1,0,14,1125,1,0,0,flexible,0,0,1,0.03,100.0
hours,100.0,0,4.0,4.0,4,1,3,1.5,1.0,2.0,30,110,1,0,2,1125,57,1,0,moderate,0,0,4,1.74,87.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,1,1.0,1.0,1.0,10,100,1,0,1,1125,1,0,0,flexible,0,0,1,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,6,1.0,2.0,3.0,17,185,1,0,3,20,10,0,0,moderate,0,0,1,0.38,88.0
< 1 hour ,100.0,0,2.0,2.0,4,1,4,1.0,2.0,2.0,22,245,1,0,3,1125,2,1,0,flexible,0,0,2,0.06,100.0
hours,100.0,0,1.0,1.0,9,1,5,2.0,1.0,1.0,24,850,1,79,2,7,3,0,0,strict,0,0,1,0.09,100.0
< 1 hour ,93.48038995125609,0,2.0,2.0,4,1,4,1.0,2.0,2.0,14,215,1,0,2,9,2,0,0,flexible,0,0,1,0.08,90.0
1 day,50.0,0,4.0,4.0,4,1,2,1.0,1.0,1.0,24,140,1,50,2,30,2,0,0,strict,0,0,1,0.06,100.0
< 1 hour ,100.0,1,4.0,4.0,4,1,6,2.0,3.0,3.0,26,300,2,10,29,400,12,1,1,strict,0,0,2,0.42,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,7,1,3,1.0,0.0,2.0,14,150,1,0,2,1125,2,0,0,flexible,0,0,1,0.06,90.0
1 day,100.0,0,2.0,2.0,4,1,4,1.0,2.0,2.0,6,100,3,20,5,1125,2,0,0,flexible,0,0,2,0.07,100.0
< 1 hour ,93.48038995125609,1,2.0,2.0,7,1,2,1.0,1.0,1.0,16,85,1,0,4,15,33,0,0,moderate,0,0,2,1.02,98.0
days,43.0,0,1.0,1.0,4,1,4,1.0,2.0,2.0,18,244,4,200,2,14,15,0,0,strict,0,0,1,0.46,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,9,88,1,0,1,1125,8,0,0,moderate,0,0,1,0.25,95.0
< 1 hour ,100.0,0,1.0,1.0,9,1,8,2.0,2.0,3.0,31,390,1,300,1,1125,16,1,0,strict,0,0,1,0.58,77.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,7,70,1,20,1,4,5,1,0,flexible,0,0,1,0.15,73.0
< 1 hour ,100.0,1,2.0,2.0,4,1,8,1.0,3.0,6.0,33,150,2,25,3,120,60,0,1,strict,0,0,2,1.88,97.0
hours,80.0,0,3.0,3.0,4,1,2,1.0,1.0,1.0,8,40,1,30,2,1125,12,0,0,moderate,0,0,3,0.36,90.0
< 1 hour ,100.0,0,3.0,3.0,4,1,1,1.0,1.0,1.0,22,24,1,0,1,30,110,0,0,flexible,0,0,3,3.52,98.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,1.0,2.0,12,85,1,0,6,1125,9,0,0,strict,0,0,1,0.28,96.0
days,0.0,0,2.0,2.0,5,1,6,1.0,2.0,3.0,21,250,4,50,1,1125,8,0,0,strict,0,0,2,0.28,98.0
< 1 hour ,93.48038995125609,0,2.0,2.0,3,1,1,1.0,1.0,1.0,14,55,1,0,15,50,1,0,0,moderate,0,0,2,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,4,1.0,1.0,2.0,29,225,1,50,3,29,4,1,0,moderate,0,0,1,0.13,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,4,1.0,1.0,2.0,13,259,1,0,3,1125,20,0,0,strict,0,0,1,0.61,93.0
< 1 hour ,90.0,0,3.0,3.0,8,1,2,1.0,1.0,1.0,6,100,1,50,1,1125,18,0,0,strict,0,0,3,0.59,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,5,1.0,1.0,4.0,13,135,1,0,2,11,1,0,0,flexible,0,0,1,0.05,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,11,125,1,15,1,1125,1,0,0,flexible,0,0,1,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,14,80,1,0,2,1125,4,0,0,flexible,0,0,1,0.12,80.0
< 1 hour ,93.48038995125609,0,1.0,1.0,7,1,1,1.0,1.0,1.0,6,55,1,10,14,21,12,0,0,moderate,0,0,1,0.37,98.0
< 1 hour ,93.48038995125609,0,2.0,2.0,4,1,3,1.0,1.0,2.0,15,85,1,25,2,1125,2,0,0,moderate,0,0,2,0.1,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,10,75,1,0,2,1125,1,0,0,flexible,0,0,1,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,0.0,1.0,13,90,1,100,7,1125,9,1,0,strict,0,0,1,0.29,87.0
< 1 hour ,100.0,0,1.0,1.0,9,1,2,1.0,1.0,1.0,8,175,2,25,5,1125,4,1,0,moderate,0,0,1,0.13,100.0
< 1 hour ,100.0,0,1.0,1.0,3,1,4,1.0,1.0,2.0,17,189,1,0,2,1125,54,1,0,strict,0,0,1,2.35,81.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,12,198,1,0,2,1125,17,0,0,flexible,0,0,1,0.52,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,15,300,1,0,2,1125,13,0,0,strict,0,0,1,0.4,98.0
1 day,100.0,0,1.0,1.0,5,1,2,1.0,0.0,1.0,16,295,1,0,1,1125,5,0,0,flexible,0,0,1,0.15,100.0
1 day,90.0,0,3.0,3.0,4,1,1,1.0,1.0,1.0,47,40,1,20,3,1125,18,1,0,strict,0,0,2,0.57,87.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,20,204,2,0,3,365,26,0,1,strict,0,0,1,0.8,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,2.0,1.0,1.0,9,35,1,0,1,1125,1,0,0,flexible,0,0,1,0.03,60.0
< 1 hour ,100.0,1,7.0,7.0,5,1,2,1.0,1.0,1.0,8,80,1,0,3,1125,8,1,0,strict,0,0,5,0.26,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,15,42,1,15,4,1125,18,1,0,flexible,0,0,1,1.07,98.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,11,110,1,0,1,1125,1,0,0,moderate,0,0,1,0.03,100.0
< 1 hour ,100.0,0,1.0,1.0,5,1,1,1.0,1.0,1.0,19,125,2,50,10,1125,3,0,0,strict,0,0,1,0.1,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,12,75,1,0,2,1125,2,0,0,strict,0,0,1,0.07,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,8,1,2,1.0,0.0,1.0,19,175,1,0,2,1125,8,0,0,strict,0,0,1,0.26,100.0
< 1 hour ,93.48038995125609,1,1.0,1.0,4,1,4,1.0,1.0,1.0,31,125,2,25,2,60,32,0,1,strict,0,0,1,0.99,99.0
< 1 hour ,93.48038995125609,0,2.0,2.0,5,1,2,1.0,1.0,1.0,10,50,1,0,1,1125,1,0,0,moderate,0,0,1,0.03,20.0
< 1 hour ,100.0,0,2.0,2.0,4,1,4,1.0,2.0,3.0,35,109,2,15,2,29,155,0,0,moderate,0,0,2,4.95,94.0
hours,100.0,0,1.0,1.0,4,1,8,1.0,2.0,7.0,17,120,1,10,3,30,9,1,0,strict,0,0,1,0.43,93.0
< 1 hour ,100.0,0,3.0,3.0,3,1,2,1.0,1.0,1.0,18,75,1,7,2,1125,67,1,0,strict,0,0,3,2.15,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,17,95,2,15,5,25,4,0,0,strict,0,0,1,0.19,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,6,2.5,3.0,3.0,20,209,1,0,14,1125,1,0,0,flexible,0,0,1,0.03,100.0
< 1 hour ,100.0,0,2.0,2.0,4,1,1,1.0,1.0,1.0,14,140,2,35,1,1125,6,0,0,moderate,0,0,2,0.27,100.0
1 day,60.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,6,24,1,0,2,21,14,0,0,flexible,0,0,1,0.42,97.0
1 day,100.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,20,90,1,0,3,21,33,0,0,moderate,0,0,1,1.06,99.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,6,3.0,3.0,2.0,20,350,4,25,3,32,6,0,0,strict,0,0,1,0.2,97.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,2,1.0,1.0,1.0,8,52,1,5,2,35,6,0,0,flexible,0,0,1,0.19,96.0
days,46.0,0,1.0,1.0,4,1,4,1.0,0.0,2.0,8,145,2,75,1,1125,43,1,0,strict,0,0,1,1.46,74.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,4,1.0,1.0,1.0,19,69,2,10,6,40,3,0,0,moderate,0,0,1,0.09,93.0
hours,100.0,1,3.0,3.0,3,1,2,1.0,1.0,1.0,15,75,1,60,1,1125,23,1,0,strict,0,0,3,0.74,97.0
< 1 hour ,100.0,1,2.0,2.0,9,1,4,1.0,1.0,3.0,35,125,4,40,1,1125,183,1,0,flexible,0,0,1,5.63,98.0
< 1 hour ,100.0,1,3.0,3.0,7,1,6,1.0,2.0,3.0,19,155,2,30,2,25,55,1,1,strict,0,0,3,2.34,97.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,1,1.0,1.0,1.0,9,62,1,10,1,1125,1,0,0,moderate,0,0,1,0.18,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.0,1.0,1.0,11,93,1,0,12,1125,5,1,0,moderate,0,0,1,0.25,95.0
< 1 hour ,100.0,1,3.0,3.0,7,1,4,1.0,1.0,2.0,18,80,2,30,2,25,43,1,0,moderate,0,0,3,1.32,98.0
< 1 hour ,93.0,0,9.0,9.0,5,1,1,1.0,1.0,1.0,23,55,1,15,1,1125,22,1,0,strict,0,0,9,0.68,88.0
1 day,100.0,0,2.0,2.0,4,1,8,2.0,4.0,5.0,20,450,8,100,7,1125,1,0,0,strict,0,0,1,0.13,100.0
hours,95.0,0,39.0,39.0,5,1,4,1.0,1.0,2.0,10,150,1,0,30,365,4,0,0,strict,1,0,23,0.13,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,4,1.0,1.0,1.0,15,150,2,0,7,1125,1,0,0,strict,0,0,1,0.03,100.0
< 1 hour ,100.0,0,3.0,3.0,4,1,2,1.0,1.0,1.0,33,53,1,10,1,25,131,0,0,strict,0,0,3,4.09,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,0.0,1.0,10,150,1,0,3,1125,13,0,0,moderate,0,0,1,0.4,95.0
hours,90.0,0,1.0,1.0,4,1,4,1.0,1.0,2.0,21,225,1,0,4,1125,81,0,0,strict,0,0,1,2.53,82.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,13,45,1,20,1,1125,1,0,0,flexible,0,0,1,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,8,1,2,1.0,1.0,1.0,11,85,1,0,1,1125,1,0,0,flexible,0,0,1,0.03,60.0
< 1 hour ,100.0,1,1.0,1.0,6,1,2,1.0,1.0,1.0,16,259,2,100,3,1125,30,0,0,strict,0,0,1,0.94,99.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,2.0,1.0,1.0,17,115,1,0,1,1125,1,0,0,flexible,0,0,1,0.03,100.0
< 1 hour ,93.48038995125609,0,2.0,2.0,8,1,2,1.0,1.0,1.0,13,59,1,0,1,1125,1,0,0,flexible,0,0,2,0.04,100.0
< 1 hour ,100.0,0,2.0,2.0,5,1,4,1.0,1.0,2.0,20,122,4,25,4,366,64,0,1,moderate,0,0,2,1.99,95.0
1 day,86.0,0,2.0,2.0,6,1,2,1.0,1.0,1.0,23,260,1,0,3,1125,7,0,1,strict,0,0,1,0.23,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,9,80,1,0,4,1125,2,0,0,strict,0,0,1,0.07,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,12,105,1,0,1,1125,9,0,0,moderate,0,0,1,0.27,96.0
1 day,67.0,1,1.0,1.0,5,1,2,1.0,1.0,1.0,21,75,2,20,4,1125,52,0,0,moderate,0,0,1,1.6,98.0
hours,100.0,1,47.0,47.0,4,1,2,1.0,1.0,1.0,13,47,1,0,30,1125,1,0,0,strict,0,0,35,0.04,100.0
< 1 hour ,93.48038995125609,0,2.0,2.0,3,1,2,1.0,0.0,1.0,13,75,1,0,3,15,2,0,0,flexible,0,0,1,0.06,80.0
hours,100.0,1,47.0,47.0,4,1,2,1.0,1.0,1.0,13,47,1,0,30,1125,2,0,0,strict,0,0,35,0.07,100.0
< 1 hour ,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,21,70,2,0,1,1125,143,0,0,moderate,0,0,1,4.37,96.0
< 1 hour ,100.0,1,1.0,1.0,4,1,7,1.0,2.0,5.0,33,230,2,25,3,1125,73,0,1,strict,0,0,1,4.2,99.0
< 1 hour ,100.0,0,2.0,2.0,6,1,5,1.0,2.0,3.0,22,149,2,15,1,1125,34,0,0,strict,0,0,2,1.06,89.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,1,1.0,1.0,1.0,14,100,1,0,1,1125,1,0,0,flexible,0,0,1,0.04,100.0
< 1 hour ,86.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,15,105,1,0,2,1125,35,0,0,strict,0,0,1,1.17,95.0
< 1 hour ,93.48038995125609,0,2.0,2.0,5,1,1,0.5,1.0,1.0,8,85,1,0,1,1125,1,0,0,flexible,0,0,2,0.03,100.0
1 day,63.0,0,27.0,27.0,6,1,5,1.0,1.0,3.0,52,269,2,25,5,20,29,1,0,strict,0,0,6,0.94,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,0.0,1.0,10,70,2,20,1,1125,1,0,0,moderate,0,0,1,0.05,100.0
hours,83.0,0,6.0,6.0,6,1,2,1.0,1.0,1.0,11,90,1,30,3,1125,16,1,0,strict,0,0,3,0.56,92.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.5,1.0,2.0,39,172,2,0,3,1125,8,0,0,strict,0,0,1,0.27,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,0,2,1.0,0.0,1.0,17,160,1,0,1,1125,1,0,0,strict,0,0,1,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,2,1.0,1.0,1.0,13,198,2,0,2,1125,3,0,0,strict,0,0,1,0.11,100.0
< 1 hour ,100.0,0,4.0,4.0,4,1,2,1.0,1.0,1.0,27,85,1,35,20,1125,20,1,0,strict,0,0,3,0.64,86.0
< 1 hour ,100.0,0,1.0,1.0,6,1,5,1.0,1.0,1.0,20,154,2,50,3,30,16,1,1,strict,0,0,1,0.55,97.0
1 day,70.0,0,2.0,2.0,4,1,4,1.0,2.0,2.0,33,160,2,25,2,30,1,0,0,strict,0,0,2,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,1.0,2.0,16,180,1,50,3,1125,3,0,0,moderate,0,0,1,0.1,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,13,90,1,0,2,1125,12,0,0,flexible,0,0,1,0.36,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,3,1.5,1.0,2.0,16,250,1,0,4,1125,6,0,0,flexible,0,0,1,0.19,97.0
1 day,100.0,0,3.0,3.0,3,1,2,1.0,1.0,1.0,17,60,1,20,3,1125,10,0,0,moderate,0,0,3,0.31,96.0
< 1 hour ,100.0,0,2.0,2.0,4,1,6,1.0,2.0,3.0,34,140,4,25,2,1125,132,1,0,strict,0,0,1,4.21,96.0
< 1 hour ,100.0,1,1.0,1.0,5,1,3,1.0,1.0,2.0,30,99,1,20,2,30,37,0,0,strict,0,0,1,1.14,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,7,1,2,1.0,1.0,1.0,13,58,1,0,2,1125,12,1,0,moderate,0,0,1,0.37,98.0
< 1 hour ,93.48038995125609,0,2.0,2.0,3,1,4,1.0,1.0,2.0,13,111,2,20,3,1125,6,0,0,flexible,0,0,2,0.19,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,1,1.0,1.0,1.0,16,40,1,0,7,60,5,0,0,strict,0,0,1,0.17,100.0
1 day,100.0,0,1.0,1.0,6,1,2,1.0,1.0,1.0,18,35,1,10,4,1125,2,0,0,strict,0,0,1,0.1,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,6,95,1,0,5,1125,1,0,0,strict,0,0,1,0.03,100.0
< 1 hour ,93.48038995125609,0,5.0,5.0,11,1,2,2.0,1.0,1.0,9,89,1,0,8,1125,2,0,0,strict,0,0,3,0.06,90.0
< 1 hour ,100.0,1,2.0,2.0,4,1,2,1.0,1.0,1.0,11,135,1,15,3,90,24,0,0,flexible,0,0,2,0.77,93.0
< 1 hour ,100.0,1,1.0,1.0,4,1,4,1.0,1.0,2.0,24,139,2,25,3,1125,100,0,0,strict,0,0,1,3.3,97.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,2,1.0,1.0,1.0,9,100,1,20,1,1125,4,0,0,flexible,0,0,1,0.12,100.0
1 day,100.0,1,4.0,4.0,3,1,2,1.0,1.0,1.0,19,70,2,20,3,1125,4,0,0,moderate,0,0,4,0.12,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,7,1,3,1.0,1.0,1.0,13,100,1,0,4,1125,2,0,0,moderate,0,0,1,0.06,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,12,95,1,0,5,1125,6,0,0,strict,0,0,1,0.2,97.0
< 1 hour ,100.0,1,3.0,3.0,4,1,2,1.0,1.0,1.0,15,60,1,15,2,1125,95,0,0,strict,0,0,2,2.9,93.0
< 1 hour ,100.0,1,3.0,3.0,4,1,1,1.0,1.0,1.0,15,26,1,0,6,1125,13,0,0,strict,0,0,3,0.42,98.0
< 1 hour ,91.0,0,1.0,1.0,5,1,8,3.5,3.0,4.0,19,720,1,0,5,18,16,1,0,moderate,0,0,1,0.5,97.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,4,1.0,2.0,3.0,17,199,1,0,7,1125,3,0,0,strict,0,0,1,0.09,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,9,70,1,0,5,1125,1,0,0,moderate,0,0,1,0.03,80.0
< 1 hour ,100.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,14,115,1,0,5,1125,1,0,0,flexible,0,0,1,0.03,100.0
1 day,88.0,0,1.0,1.0,5,1,2,1.0,1.0,1.0,1,130,1,0,1,1125,10,0,0,flexible,0,0,1,0.31,97.0
hours,89.0,0,8.0,8.0,5,1,2,1.0,1.0,1.0,16,53,1,10,1,1125,6,0,0,moderate,0,0,8,0.18,77.0
1 day,100.0,0,1.0,1.0,4,1,3,1.0,1.0,1.0,19,99,1,0,3,1125,4,0,0,strict,0,0,1,1.21,90.0
hours,100.0,0,1.0,1.0,5,1,5,1.5,3.0,4.0,13,219,1,0,2,1125,18,0,0,strict,0,0,1,0.57,98.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,3,1.0,1.0,1.0,11,195,1,0,1,1125,15,0,0,strict,0,0,1,0.46,91.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,9,150,1,20,14,1125,3,0,0,moderate,0,0,1,0.1,100.0
1 day,50.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,18,150,2,50,1,1125,5,0,0,strict,0,0,1,0.18,100.0
1 day,70.0,0,2.0,2.0,7,1,4,1.0,1.0,2.0,8,100,2,15,2,28,37,0,0,strict,0,0,2,1.14,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,7,3.0,3.0,5.0,18,700,1,0,1,1125,8,0,0,flexible,0,0,1,0.25,95.0
1 day,100.0,0,1.0,1.0,5,1,2,1.0,0.0,1.0,13,215,2,20,7,29,7,0,0,strict,0,0,1,0.33,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,16,100,1,0,5,1125,9,0,0,moderate,0,0,1,0.29,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,11,50,1,0,3,1125,5,0,0,moderate,0,0,1,0.16,84.0
< 1 hour ,100.0,1,1.0,1.0,5,1,2,1.0,1.0,1.0,15,140,2,25,2,28,39,0,0,moderate,0,0,1,1.22,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,1.0,1.0,18,185,1,0,8,12,3,0,0,strict,0,0,1,0.1,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,5,2.0,3.0,3.0,18,325,1,0,4,30,2,0,0,moderate,0,0,1,0.06,90.0
< 1 hour ,93.48038995125609,0,2.0,2.0,4,1,2,1.0,1.0,1.0,9,89,1,0,3,1125,1,1,0,moderate,0,0,2,0.03,100.0
< 1 hour ,93.48038995125609,0,2.0,2.0,4,1,2,1.0,1.0,1.0,8,89,1,0,1,1125,1,0,0,strict,0,0,2,0.03,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,4,1.0,2.0,2.0,13,220,1,0,5,40,2,0,0,strict,0,0,1,0.11,60.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,16,135,1,0,5,1125,1,0,0,strict,0,0,1,0.03,80.0
< 1 hour ,100.0,0,1.0,1.0,5,1,2,1.0,1.0,1.0,32,129,2,25,1,360,26,0,0,strict,0,0,1,0.8,94.0
1 day,100.0,0,1.0,1.0,7,1,2,1.0,1.0,2.0,13,110,2,20,2,1125,14,0,0,moderate,0,0,1,0.44,93.0
< 1 hour ,90.0,0,1.0,1.0,4,1,8,1.0,2.0,4.0,22,165,1,0,2,1125,108,1,0,strict,0,0,1,3.38,79.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,2,1.0,0.0,1.0,10,76,2,40,1,1125,3,0,0,flexible,0,0,1,0.1,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.0,1.0,2.0,9,105,1,0,1,1125,5,0,0,flexible,0,0,1,0.16,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,2.0,3.0,15,120,1,40,4,12,1,0,0,moderate,0,0,1,0.05,100.0
< 1 hour ,100.0,0,2.0,2.0,9,1,2,1.5,1.0,1.0,16,150,1,0,7,1125,5,0,0,strict,0,0,2,0.16,80.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,1.0,3.0,7,110,1,0,5,21,3,1,0,moderate,0,0,1,0.1,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,16,45,1,0,1,1125,13,0,0,flexible,0,0,1,0.4,97.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.0,1.0,2.0,12,125,1,0,1,10,4,0,0,strict,0,0,1,0.13,100.0
< 1 hour ,100.0,0,8.0,8.0,4,1,4,2.0,1.0,3.0,34,95,1,7,1,1125,132,1,0,strict,0,0,8,4.1,88.0
